location	surah	verse	root	form	aspect	agreement	subject_label	subject_lemma	rule_fired	T1_object_clitic	T2_eqtb_obj	verse_text
(2:57:1:2)	2	57	Zll	II	PERF	1P	DIVINE		S-1P	0	1	وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى ۖ كلوا من طيبات ما رزقناكم ۖ وما ظلمونا ولكن كانوا أنفسهم يظلمون
(2:57:4:2)	2	57	nzl	IV	PERF	1P	DIVINE		S-1P	0	1	وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى ۖ كلوا من طيبات ما رزقناكم ۖ وما ظلمونا ولكن كانوا أنفسهم يظلمون
(2:57:8:1)	2	57	Akl	I	IMPV	2MP	NONDIVINE		S-2P	0	0	وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى ۖ كلوا من طيبات ما رزقناكم ۖ وما ظلمونا ولكن كانوا أنفسهم يظلمون
(2:58:11:2)	2	58	dxl	I	IMPV	2MP	NONDIVINE		S-2P	0	1	وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين
(2:58:14:2)	2	58	qwl	I	IMPV	2MP	NONDIVINE		S-2P	0	1	وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين
(2:58:16:1)	2	58	gfr	I	IMPF	1P	DIVINE		S-1P	0	1	وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين
(2:58:19:3)	2	58	zyd	I	IMPF	1P	DIVINE		S-1P	0	1	وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين
(2:58:2:1)	2	58	qwl	I	PERF	1P	DIVINE		S-1P	0	1	وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين
(2:58:3:1)	2	58	dxl	I	IMPV	2MP	NONDIVINE		S-2P	0	1	وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين
(2:58:6:2)	2	58	Akl	I	IMPV	2MP	NONDIVINE		S-2P	0	0	وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين
(2:58:9:1)	2	58	$yA	I	PERF	2MP	NONDIVINE		S-2P	0	0	وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم ۚ وسنزيد المحسنين
(2:59:9:2)	2	59	nzl	IV	PERF	1P	DIVINE		S-1P	0	1	فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون
(2:60:15:1)	2	60	Elm	I	PERF	3MS	NONDIVINE	kul~	S-EXPL	0	1	۞ وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
(2:60:19:1)	2	60	Akl	I	IMPV	2MP	NONDIVINE		S-2P	0	0	۞ وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
(2:60:20:2)	2	60	$rb	I	IMPV	2MP	NONDIVINE		S-2P	0	0	۞ وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
(2:60:25:1)	2	60	Evw	I	IMPF	2MP	NONDIVINE		S-2P	0	0	۞ وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
(2:60:2:1)	2	60	sqy	X	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	0	۞ وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
(2:60:5:2)	2	60	qwl	I	PERF	1P	DIVINE		S-1P	0	1	۞ وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
(2:60:6:1)	2	60	Drb	I	IMPV	2MS	NONDIVINE		S-2P	0	1	۞ وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
(2:60:9:2)	2	60	fjr	VII	PERF	3FS	NONDIVINE	{vonatayon	S-EXPL	0	0	۞ وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
(2:61:15:1)	2	61	nbt	IV	IMPF	3FS	NONDIVINE	>aroD	S-EXPL	0	0	وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون
(2:61:24:2)	2	61	bdl	X	IMPF	2MP	NONDIVINE		S-2P	0	1	وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون
(2:61:2:1)	2	61	qwl	I	PERF	2MP	NONDIVINE		S-2P	0	1	وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون
(2:61:31:1)	2	61	hbT	I	IMPV	2MP	NONDIVINE		S-2P	0	1	وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون
(2:61:36:1)	2	61	sAl	I	PERF	2MP	NONDIVINE		S-2P	0	0	وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون
(2:61:5:1)	2	61	Sbr	I	IMPF	1P	DIVINE		S-1P	0	0	وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون
(2:61:9:2)	2	61	dEw	I	IMPV	2MS	NONDIVINE		S-2P	0	1	وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون
(2:63:11:2)	2	63	*kr	I	IMPV	2MP	NONDIVINE		S-2P	0	1	وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون
(2:63:15:1)	2	63	wqy	VIII	IMPF	2MP	NONDIVINE		S-2P	0	0	وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون
(2:63:2:1)	2	63	Ax*	I	PERF	1P	DIVINE		S-1P	0	1	وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون
(2:63:4:2)	2	63	rfE	I	PERF	1P	DIVINE		S-1P	0	1	وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون
(2:63:7:1)	2	63	Ax*	I	IMPV	2MP	NONDIVINE		S-2P	0	1	وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون
(2:63:9:1)	2	63	Aty	IV	PERF	1P	DIVINE		S-1P	1	1	وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون
(2:64:11:2)	2	64	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	ثم توليتم من بعد ذلك ۖ فلولا فضل الله عليكم ورحمته لكنتم من الخاسرين
(2:64:2:1)	2	64	wly	V	PERF	2MP	NONDIVINE		S-2P	0	0	ثم توليتم من بعد ذلك ۖ فلولا فضل الله عليكم ورحمته لكنتم من الخاسرين
(2:65:10:1)	2	65	kwn	I	IMPV	2MP	NONDIVINE		S-2P	0	0	ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين
(2:65:2:1)	2	65	Elm	I	PERF	2MP	NONDIVINE		S-2P	0	1	ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين
(2:65:8:2)	2	65	qwl	I	PERF	1P	DIVINE		S-1P	0	1	ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين
(2:66:1:2)	2	66	jEl	I	PERF	1P	DIVINE		S-1P	1	1	فجعلناها نكالا لما بين يديها وما خلفها وموعظة للمتقين
(2:67:12:2)	2	67	Ax*	VIII	IMPF	2MS	NONDIVINE		S-2P	1	1	وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة ۖ قالوا أتتخذنا هزوا ۖ قال أعوذ بالله أن أكون من الجاهلين
(2:67:2:1)	2	67	qwl	I	PERF	3MS	NONDIVINE	muwsaY`	S-EXPL	0	1	وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة ۖ قالوا أتتخذنا هزوا ۖ قال أعوذ بالله أن أكون من الجاهلين
(2:67:9:1)	2	67	*bH	I	IMPF	2MP	NONDIVINE		S-2P	0	1	وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة ۖ قالوا أتتخذنا هزوا ۖ قال أعوذ بالله أن أكون من الجاهلين
(2:68:11:1)	2	68	qwl	I	IMPF	3MS	NONDIVINE	baqarap	S-EXPL	0	1	قالوا ادع لنا ربك يبين لنا ما هي ۚ قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك ۖ فافعلوا ما تؤمرون
(2:68:21:2)	2	68	fEl	I	IMPV	2MP	NONDIVINE		S-2P	0	1	قالوا ادع لنا ربك يبين لنا ما هي ۚ قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك ۖ فافعلوا ما تؤمرون
(2:68:2:1)	2	68	dEw	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قالوا ادع لنا ربك يبين لنا ما هي ۚ قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك ۖ فافعلوا ما تؤمرون
(2:69:11:1)	2	69	qwl	I	IMPF	3MS	NONDIVINE	baqarap	S-EXPL	0	1	قالوا ادع لنا ربك يبين لنا ما لونها ۚ قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين
(2:69:2:1)	2	69	dEw	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قالوا ادع لنا ربك يبين لنا ما لونها ۚ قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين
(2:69:5:1)	2	69	byn	II	IMPF	3MS	NONDIVINE	lawon	S-EXPL	0	1	قالوا ادع لنا ربك يبين لنا ما لونها ۚ قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين
(2:70:15:1)	2	70	$yA	I	PERF	3MS	DIVINE	{ll~ah	S-EXPL	0	0	قالوا ادع لنا ربك يبين لنا ما هي إن البقر تشابه علينا وإنا إن شاء الله لمهتدون
(2:70:2:1)	2	70	dEw	I	IMPV	2MS	NONDIVINE		S-2P	0	1	قالوا ادع لنا ربك يبين لنا ما هي إن البقر تشابه علينا وإنا إن شاء الله لمهتدون
(2:71:19:1)	2	71	jyA	I	PERF	2MS	NONDIVINE		S-2P	0	0	قال إنه يقول إنها بقرة لا ذلول تثير الأرض ولا تسقي الحرث مسلمة لا شية فيها ۚ قالوا الآن جئت بالحق ۚ فذبحوها وما كادوا يفعلون
(2:71:3:1)	2	71	qwl	I	IMPF	3MS	NONDIVINE	baqarap	S-EXPL	0	1	قال إنه يقول إنها بقرة لا ذلول تثير الأرض ولا تسقي الحرث مسلمة لا شية فيها ۚ قالوا الآن جئت بالحق ۚ فذبحوها وما كادوا يفعلون
(2:72:10:1)	2	72	ktm	I	IMPF	2MP	NONDIVINE		S-2P	0	0	وإذ قتلتم نفسا فادارأتم فيها ۖ والله مخرج ما كنتم تكتمون
(2:72:2:1)	2	72	qtl	I	PERF	2MP	NONDIVINE		S-2P	0	1	وإذ قتلتم نفسا فادارأتم فيها ۖ والله مخرج ما كنتم تكتمون
(2:72:4:2)	2	72	drA	VI	PERF	2MP	NONDIVINE		S-2P	0	0	وإذ قتلتم نفسا فادارأتم فيها ۖ والله مخرج ما كنتم تكتمون
(2:72:9:1)	2	72	kwn	I	PERF	2MP	NONDIVINE		S-2P	0	0	وإذ قتلتم نفسا فادارأتم فيها ۖ والله مخرج ما كنتم تكتمون
(2:73:11:1)	2	73	Eql	I	IMPF	2MP	NONDIVINE		S-2P	0	0	فقلنا اضربوه ببعضها ۚ كذلك يحيي الله الموتى ويريكم آياته لعلكم تعقلون
(2:73:1:2)	2	73	qwl	I	PERF	1P	DIVINE		S-1P	0	1	فقلنا اضربوه ببعضها ۚ كذلك يحيي الله الموتى ويريكم آياته لعلكم تعقلون
(2:73:2:1)	2	73	Drb	I	IMPV	2MP	NONDIVINE		S-2P	1	1	فقلنا اضربوه ببعضها ۚ كذلك يحيي الله الموتى ويريكم آياته لعلكم تعقلون
(2:73:5:1)	2	73	Hyy	IV	IMPF	3MS	DIVINE	{ll~ah	S-EXPL	0	1	فقلنا اضربوه ببعضها ۚ كذلك يحيي الله الموتى ويريكم آياته لعلكم تعقلون
(2:74:16:1)	2	74	fjr	V	IMPF	3MS	NONDIVINE	nahar	S-EXPL	0	0	ثم قست قلوبكم من بعد ذلك فهي كالحجارة أو أشد قسوة ۚ وإن من الحجارة لما يتفجر منه الأنهار ۚ وإن منها لما يشقق فيخرج منه الماء ۚ وإن منها لما يهبط من خشية الله ۗ وما الله بغافل عما تعملون
(2:74:23:2)	2	74	xrj	I	IMPF	3MS	NONDIVINE	maA^'	S-EXPL	0	0	ثم قست قلوبكم من بعد ذلك فهي كالحجارة أو أشد قسوة ۚ وإن من الحجارة لما يتفجر منه الأنهار ۚ وإن منها لما يشقق فيخرج منه الماء ۚ وإن منها لما يهبط من خشية الله ۗ وما الله بغافل عما تعملون
(2:74:2:1)	2	74	qsw	I	PERF	3FS	NONDIVINE	qalob	S-EXPL	0	0	ثم قست قلوبكم من بعد ذلك فهي كالحجارة أو أشد قسوة ۚ وإن من الحجارة لما يتفجر منه الأنهار ۚ وإن منها لما يشقق فيخرج منه الماء ۚ وإن منها لما يهبط من خشية الله ۗ وما الله بغافل عما تعملون
(2:74:37:1)	2	74	Eml	I	IMPF	2MP	NONDIVINE		S-2P	0	0	ثم قست قلوبكم من بعد ذلك فهي كالحجارة أو أشد قسوة ۚ وإن من الحجارة لما يتفجر منه الأنهار ۚ وإن منها لما يشقق فيخرج منه الماء ۚ وإن منها لما يهبط من خشية الله ۗ وما الله بغافل عما تعملون
(2:75:1:3)	2	75	TmE	I	IMPF	2MP	NONDIVINE		S-2P	0	1	۞ أفتطمعون أن يؤمنوا لكم وقد كان فريق منهم يسمعون كلام الله ثم يحرفونه من بعد ما عقلوه وهم يعلمون
(2:75:6:1)	2	75	kwn	I	PERF	3MS	NONDIVINE	fariyq	S-EXPL	0	0	۞ أفتطمعون أن يؤمنوا لكم وقد كان فريق منهم يسمعون كلام الله ثم يحرفونه من بعد ما عقلوه وهم يعلمون
(2:76:13:2)	2	76	Hdv	II	IMPF	2MP	NONDIVINE		S-2P	1	1	وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم ۚ أفلا تعقلون
(2:76:15:1)	2	76	ftH	I	PERF	3MS	DIVINE	{ll~ah	S-EXPL	0	0	وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم ۚ أفلا تعقلون
(2:76:23:1)	2	76	Eql	I	IMPF	2MP	NONDIVINE		S-2P	0	0	وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم ۚ أفلا تعقلون
(2:76:6:1)	2	76	Amn	IV	PERF	1P	DIVINE		S-1P	0	0	وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم ۚ أفلا تعقلون
(2:76:8:1)	2	76	xlw	I	PERF	3MS	NONDIVINE	baEoD	S-EXPL	0	0	وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم ۚ أفلا تعقلون
