surah	verse	surah_name_translit	source	peak_keyword_context	char_pos	confidence	snippet_verbatim
2	189	al-Baqara	razi-mafatih-al-ghayb	المقصود	1316437	MEDIUM	ه تعالى وقد يكون بمعنى الصدق كما يقال بر في يمينه أي صدق ولم يحنث، ويقال: صدقت وبررت، وقال تعالى: ولكن البر من اتقى [البقرة: 189] فأخبر أن البر جامع للتقوى، واعلم أنه سبحانه/ وتعالى لما أمر بالإيمان والشرائع بناء على ما خصهم به من الن
2	194	al-Baqara	razi-mafatih-al-ghayb	غرض	2854948	MEDIUM	نزل الله تعالى بعده قوله: الشهر الحرام بالشهر الحرام والحرمات قصاص فمن اعتدى عليكم فاعتدوا عليه بمثل ما اعتدى عليكم [البقرة: 194] فصرح في هذه الآية بأن القتال على سبيل الدفع جائز. # المسألة الثانية: قوله تعالى: قتال فيه خفض على البدل من
2	197	al-Baqara	razi-mafatih-al-ghayb	غرض	652095	MEDIUM	اعبدوا الله واتقوه [نوح: 3] يعني اخشوه، وكذا قوله: اتقوا الله حق تقاته [آل عمران: 102] وتزودوا فإن خير الزاد التقوى [البقرة: 197] واتقوا يوما/ لا تجزي نفس عن نفس شيئا [البقرة: 48] واعلم أن حقيقة التقوى وإن كانت هي التي ذكرناها إلا أنه
2	201	al-Baqara	razi-mafatih-al-ghayb	غرض	2742022	MEDIUM	الحج فريقان: كافر وهو الذي يقول: ربنا آتنا في الدنيا ومسلم وهو الذي يقول: ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة [البقرة: 201] بقي المنافق # PageV05P343 # فذكره في هذه الآية، وشرح صفاته وأفعاله، فهذا ما يتعلق بنظم الآية، والغرض بكل
2	208	al-Baqara	razi-mafatih-al-ghayb	غاية	2786364	MEDIUM	ه أعلم. # الوجه السادس: وهو أوضح عندي من كل ما سلف: أنا ذكرنا أن قوله تعالى: يا أيها الذين آمنوا ادخلوا في السلم كافة [البقرة: 208] إنما نزلت في حق اليهود، وعلى هذا التقدير فقوله: فإن زللتم من بعد ما # PageV05P359 # جاءتكم البينات فاعلم
2	209	al-Baqara	razi-mafatih-al-ghayb	المقصود	2781964	MEDIUM	دل على صحة هذا التأويل أنه تعالى قال في الآية المتقدمة فإن زللتم من بعد ما جاءتكم البينات فاعلموا أن الله عزيز حكيم [البقرة: 209] فذكر ذلك ms1629 في معرض الزجر والتهديد، ثم إنه تعالى أكد ذلك بقوله: هل ينظرون إلا أن يأتيهم الله ومعلوم
2	210	al-Baqara	razi-mafatih-al-ghayb	المقصود	2794692	MEDIUM	ا أن الله عزيز حكيم [البقرة: 209] ثم بين ذلك التهديد بقوله: هل ينظرون إلا أن يأتيهم الله في ظلل من الغمام والملائكة [البقرة: 210] ثم ثلث ذلك التهديد بقوله: سل بني إسرائيل يعني سل هؤلاء الحاضرين أنا لما آتينا أسلافهم آيات بينات فأنكر
2	214	al-Baqara	razi-mafatih-al-ghayb	غاية	8859023	MEDIUM	هما أنه قال: وظن الرسل أنهم كذبوا، لأنهم كانوا بشرا ألا ترى إلى قوله: # حتى يقول الرسول والذين آمنوا معه متى نصر الله [البقرة: 214] قال فذكرت ذلك لعائشة رضي الله عنها # PageV18P521 # فأنكرته وقالت: ما وعد الله محمد صلى الله عليه وسلم شي
2	220	al-Baqara	razi-mafatih-al-ghayb	المقصود	4596353	MEDIUM	ثقل ذلك على الناس فاحترزوا عن مخالطة اليتامى بالكلية، فصعب الأمر على اليتامى فنزل قوله تعالى: وإن تخالطوهم فإخوانكم [البقرة: 220] ومن الجهال من قال: # صارت هذه الآية منسوخة بتلك، وهو بعيد لأن هذه الآية في المنع من الظلم وهذا لا يصير م
2	221	al-Baqara	razi-mafatih-al-ghayb	المقصود	5920554	MEDIUM	وجب تأخيره فلم جاز تقديمه في قوله وأجل مسمى عنده قلنا: لأنه تخصص بالصفة فقارب المعرفة كقوله ولعبد مؤمن خير من مشرك [البقرة: 221] . # وأما قوله ثم أنتم تمترون فنقول: المرية والامتراء هو الشك. # واعلم أنا إن قلنا المقصود من ذكر هذا الكلا
2	222	al-Baqara	razi-mafatih-al-ghayb	المقصود	821022	MEDIUM	لله أحد [الإخلاص: 1] وآمن الرسول [البقرة: 285] وآية الكرسي ما لم يجيء مثله ms0474 في فضيلة قوله: ويسئلونك عن المحيض [البقرة: 222] وقوله: يا أيها الذين آمنوا إذا تداينتم بدين [البقرة: 282] وذلك يدل على أن هذا العلم أفضل. وسابعها: أن ال
2	228	al-Baqara	razi-mafatih-al-ghayb	المقصود	3020725	MEDIUM	عند ما يطلقها الزوج الثاني تحل المراجعة للزوج الأول، إلا أنه مخصوص بقوله تعالى: والمطلقات يتربصن بأنفسهن ثلاثة قروء [البقرة: 228] لأن المقصود من العدة استبراء الرحم، وهذا المعنى حاصل هاهنا، وهذا هو الذي عول عليه سعيد بن المسيب في أن ~
2	230	al-Baqara	razi-mafatih-al-ghayb	غاية	2908488	MEDIUM	أبي حنيفة: إنه حقيقة في الوطء، واحتجوا عليه بوجوه أحدها: قوله تعالى: فإن طلقها فلا تحل له من بعد حتى تنكح زوجا غيره [البقرة: 230] نفي الحل ممتد إلى غاية النكاح، والنكاح الذي تنتهي به هذه الحرمة ليس هو العقد بدليل # قوله عليه الصلاة وا
2	233	al-Baqara	razi-mafatih-al-ghayb	المقصود	13899286	MEDIUM	ناه، وأما إنها تدل على أكثر مدة الرضاع فلقوله تعالى: والوالدات يرضعن أولادهن حولين كاملين لمن أراد أن يتم الرضاعة # [البقرة: 233] والفقهاء ربطوا بهذين الضابطين أحكاما كثيرة في الفقه، وأيضا فإذا ثبت أن أقل مدة الحمل هو الأشهر الستة، فب
2	237	al-Baqara	razi-mafatih-al-ghayb	غاية	14889715	MEDIUM	لى الصحيح في تفسير الآية وسنذكره، وإن كان على خلاف قول إمامنا الشافعي رضي الله عنه وبالمس في قوله: من قبل أن تمسوهن [البقرة: 237] ولم يذكر المس في الآخرة بطريق الكناية، نقول: إنما ذكر الجماع في الدنيا بالكناية لما أنه في الدنيا قضاء ل
2	238	al-Baqara	razi-mafatih-al-ghayb	غاية	3797520	MEDIUM	هر. # ثم قال تعالى: يا مريم اقنتي لربك واسجدي وقد تقدم تفسير القنوت في سورة البقرة في قوله تعالى: # وقوموا لله قانتين [البقرة: 238] وبالجملة فلما بين تعالى أنها مخصوصة بمزيد المواهب والعطايا من الله أوجب عليها مزيد الطاعات، شكرا لتلك ال
2	244	al-Baqara	razi-mafatih-al-ghayb	المقصود	3155976	MEDIUM	ي الآية مسائل: # المسألة الأولى: تعلق هذه الآية بما قبلها من حيث إنه تعالى لما فرض القتال بقوله: وقاتلوا في سبيل الله [البقرة: 244] ثم أمرنا بالإنفاق فيه لما له من التأثير في كمال المراد بالقتال ذكر قصة بني إسرائيل، # PageV06P501 # وهي
2	245	al-Baqara	razi-mafatih-al-ghayb	المقصود	2185321	MEDIUM	جوه. الأول: أن اللفظ خرج مخرج التلطف للعباد مبالغة في الإحسان/ إليهم، كما قال تعالى: من ذا الذي يقرض الله قرضا حسنا [البقرة: 245] وهو تعالى لا يستقرض من عوض، ولكنه تلطف في الاستدعاء كأنه قيل: من ذا الذي يعمل عمل المقرض بأن يقدم فيأخ
2	247	al-Baqara	razi-mafatih-al-ghayb	المقصود	1107699	MEDIUM	اوات والأرض [النور: 35] # PageV02P417 # وأيضا قال تعالى في صفة طالوت: إن الله اصطفاه عليكم وزاده بسطة في العلم والجسم [البقرة: 247] فقدم العلم على الجسم ولا شك أن المقصود من سائر النعم سعادة البدن، فسعادة البدن أشرف من السعادة المالية ف
2	248	al-Baqara	razi-mafatih-al-ghayb	المقصود	14039536	MEDIUM	PageV28P067 # المسألة الأولى: السكينة هنا غير السكينة في قوله تعالى: إن آية ملكه أن يأتيكم التابوت فيه سكينة من ربكم [البقرة: 248] في قول أكثر المفسرين ويحتمل هي تلك المقصود منها على جميع الوجوه اليقين وثبات القلوب. # المسألة الثانية:
2	249	al-Baqara	razi-mafatih-al-ghayb	غرض	1736183	MEDIUM	ة المشقة فيستوجب به الثواب الزائد كما ابتلي قوم طالوت بالنهر على ما قال: فمن شرب منه فليس مني ومن لم يطعمه فإنه مني [البقرة: 249] فثبت بهذه الوجوه أنه لا يبعد من الله تعالى إنزال الملكين لتعليم السحر والله أعلم. # PageV03P631 # المسأل
2	252	al-Baqara	razi-mafatih-al-ghayb	غرض	4221611	MEDIUM	الرسول جاء على ضربين: أحدهما: يراد به المرسل، والآخر الرسالة، وهاهنا المراد به المرسل بدليل قوله: إنك لمن المرسلين [البقرة: 252] وقوله: يا أيها الرسول بلغ [المائدة: 67] وفعول قد يراد به المفعول، كالركوب والحلوب لما يركب ويحلب والرسول
2	253	al-Baqara	razi-mafatih-al-ghayb	المقصود	3521259	MEDIUM	ة. # المرتبة الرابعة: أن يعلم أن بعضهم أفضل من البعض، وقد بينا ذلك في تفسير قوله تعالى: تلك الرسل فضلنا بعضهم على بعض [البقرة: 253] ومنهم من أنكر ذلك وتمسك بقوله تعالى له في هذه الآية لا نفرق بين أحد من رسله [البقرة: 285] . # وأجاب ال
2	255	al-Baqara	razi-mafatih-al-ghayb	غاية	8771405	MEDIUM	م لله تعالى وهي قوله: إن الله عنده علم ms5132 الساعة [لقمان: 34] وأنزله بعلمه [النساء: 166] ولا يحيطون بشيء من علمه [البقرة: 255] ما تحمل من أنثى ولا تضع إلا بعلمه [فاطر: 11] وإذا وقع التعارض فنحن نحمل الآية التي تمسك الخصم بها على
