surah	verse	A	D	DISPUTE	A_resid	D_resid	DISPUTE_resid	len_char	len_word	n_hapax	rarity	ar-tafsir-al-tabari	ar-tafseer-al-qurtubi	ar-tafsir-ibn-kathir	ar-tafsir-al-baghawi	ar-tafseer-tanwir-al-miqbas	ar-tafseer-al-saddi	ar-tafsir-al-wasit	ar-tafsir-muyassar
2	146	0.717688	0.062660	0.401448	0.354540	-1.493181	-0.704978	88	15	0	8.312556	0.765635	0.600385	0.635022	0.730436	0.715443	0.802999	0.736129	0.755452
2	147	0.444446	0.349062	0.536459	0.308796	0.693269	0.756917	35	8	0	7.392631	0.709990	0.689384	0.188663	0.237251	0.354394	0.606559	0.291854	0.477470
2	148	0.766938	0.273212	0.477366	0.444382	0.886222	-0.128117	99	22	0	7.173668	0.890555	0.936418	0.628448	0.640154	0.901780	0.946520	0.409798	0.781831
2	149	0.473972	0.357641	0.481330	-0.633619	1.090634	-0.205532	86	19	0	8.523230	0.424391	0.665330	0.632697	0.276299	0.159557	0.696520	0.294901	0.642078
2	150	0.924731	0.080220	0.789391	0.438379	0.216672	0.780662	170	32	0	9.111285	0.952614	0.837797	0.845654	0.952935	0.889593	0.994307	0.969772	0.955180
2	151	0.792876	0.104013	0.733792	0.670512	-0.651464	1.213568	103	17	0	7.051464	0.792415	0.617062	0.651860	0.793618	0.826251	0.945318	0.934654	0.781831
2	152	0.785269	0.260985	0.538440	1.578188	0.419192	0.742712	37	6	0	7.697556	0.676555	0.816148	0.835311	0.927919	0.598621	0.945318	0.914769	0.567511
2	153	0.635644	0.316208	0.336319	0.389875	0.746668	-1.428075	65	12	0	8.155590	0.621953	0.075609	0.796504	0.192511	0.769163	0.982280	0.713438	0.933691
2	154	0.722138	0.265194	0.487492	0.744578	0.501999	0.182660	64	14	0	7.421894	0.891677	0.484124	0.675754	0.687219	0.465443	0.977790	0.897130	0.697963
2	155	0.837055	0.087476	0.485075	0.894715	-0.750069	-0.187603	79	13	0	9.636219	0.773012	0.814064	0.641517	0.847739	0.864256	0.966405	0.901620	0.887829
2	156	0.618004	0.472839	0.378138	0.635361	1.515577	-0.667468	54	10	0	7.316490	0.302919	0.868666	0.368987	0.789047	0.297386	0.810856	0.877486	0.628688
2	157	0.707986	0.342527	0.602492	0.984463	0.918947	0.928533	52	10	0	7.289988	0.787123	0.524936	0.897611	0.965603	0.517078	0.830180	0.854795	0.286562
2	158	0.970885	0.017920	0.856353	1.384581	-0.343376	1.391771	118	27	0	8.514260	0.976668	0.972338	0.947482	0.973781	0.986450	0.987893	0.983242	0.939224
2	159	0.887749	0.131996	0.723724	0.856252	0.272781	0.926581	112	21	0	8.057974	0.962075	0.921344	0.801636	0.750241	0.983242	0.884381	0.960792	0.838278
2	160	0.543908	0.282553	0.450953	0.023026	0.446916	-0.179589	69	12	0	8.232635	0.739336	0.516357	0.659237	0.426475	0.408435	0.734766	0.172226	0.694436
2	161	0.563602	0.214340	0.716851	0.089594	-0.060004	1.255026	76	13	0	7.498205	0.745590	0.882858	0.402261	0.619548	0.448204	0.352229	0.597899	0.460231
2	162	0.398563	0.198204	0.667335	-0.304069	-0.278789	1.023840	47	10	0	9.087551	0.629570	0.176956	0.402261	0.383339	0.258419	0.352229	0.724022	0.261706
2	163	0.739316	0.190146	0.493746	1.351189	-0.239944	0.622200	45	10	0	6.053800	0.761546	0.647771	0.533595	0.738855	0.846456	0.933932	0.827453	0.624920
2	164	0.974583	0.041974	0.988168	0.689425	0.602513	2.138642	229	43	0	8.523883	0.956302	0.991421	0.913326	0.951972	0.998156	0.998156	0.996873	0.990459
2	165	0.940868	0.064324	0.790708	0.849445	0.158439	1.060756	157	33	0	7.404860	0.939144	0.895045	0.874759	0.923028	0.988053	0.996552	0.932569	0.977790
2	166	0.772360	0.202433	0.639467	0.774871	0.146158	0.705678	68	12	0	9.132050	0.913647	0.527903	0.874759	0.711353	0.829618	0.918698	0.808772	0.594131
2	167	0.763290	0.105496	0.633098	0.027424	-0.621103	0.334545	122	25	0	8.546097	0.922947	0.749840	0.599904	0.731078	0.853031	0.709589	0.816389	0.723541
2	168	0.827393	0.139132	0.724251	0.693847	-0.121635	0.966953	86	18	0	8.927498	0.761225	0.850866	0.864256	0.724984	0.927437	0.879250	0.954057	0.657072
2	169	0.623527	0.154105	0.633052	0.600852	-0.683936	1.049419	60	11	0	6.960704	0.623637	0.564464	0.293297	0.601748	0.584910	0.974423	0.892319	0.453416
2	170	0.798679	0.147029	0.868677	0.420703	-0.059073	1.686127	112	23	0	7.552646	0.863294	0.941549	0.591645	0.863133	0.957264	0.619227	0.778624	0.774695
2	171	0.845053	0.071741	0.795370	0.431349	-0.962140	0.880853	85	19	1	9.974525	0.949727	0.721937	0.628849	0.886466	0.932409	0.892239	0.866742	0.882056
2	172	0.662845	0.295722	0.440919	0.388579	0.692578	-0.226587	76	15	0	7.435654	0.531190	0.469131	0.635022	0.755292	0.446199	0.834028	0.806847	0.825048
2	173	0.962606	0.036522	0.868379	1.193544	-0.124603	1.402455	121	27	0	9.098530	0.951010	0.997835	0.927117	0.958547	0.989496	0.970815	0.978913	0.927117
2	174	0.808220	0.086454	0.707436	-0.023663	-0.564342	0.567559	152	30	0	8.378007	0.785199	0.789689	0.805404	0.824407	0.866180	0.554682	0.938663	0.901539
2	175	0.663065	0.225225	0.636832	0.399609	0.109677	0.769591	73	12	0	8.290877	0.815026	0.641437	0.579699	0.557088	0.549551	0.554682	0.770606	0.836434
2	176	0.693373	0.087837	0.961056	0.515012	-1.243187	2.691793	73	15	0	7.590680	0.745991	0.512909	0.549792	0.672787	0.711674	0.934894	0.724503	0.694436
2	177	0.987612	0.014031	0.891391	0.637437	0.775639	0.996242	324	55	0	8.736401	0.993024	0.970574	0.971536	0.985648	0.987733	0.998316	0.998637	0.995430
2	178	0.983633	0.008559	0.918217	0.917343	0.126088	1.523005	208	42	0	8.920078	0.989657	0.991902	0.956944	0.983884	0.995269	0.974984	0.987572	0.988855
2	179	0.678269	0.230797	0.666292	0.745518	0.024502	1.021942	47	9	0	9.238503	0.743265	0.788647	0.581703	0.583948	0.545863	0.974984	0.848220	0.359525
2	180	0.947001	0.032954	0.918171	1.454683	-0.617029	2.089348	94	17	0	8.913653	0.967367	0.989817	0.954298	0.940266	0.980516	0.930003	0.946199	0.867543
2	181	0.637037	0.133439	0.563216	0.318000	-0.812987	0.469519	68	14	0	8.026411	0.770526	0.698525	0.380372	0.591164	0.637829	0.765795	0.554121	0.697963
2	182	0.823625	0.098420	0.671779	0.851716	-0.692852	0.826430	72	17	0	8.768777	0.948124	0.899375	0.814945	0.900818	0.602389	0.836915	0.809413	0.777021
2	183	0.880643	0.050172	0.834108	1.286145	-1.112419	1.706739	75	15	0	7.869917	0.879650	0.927117	0.979233	0.889272	0.953095	0.884702	0.924551	0.607521
2	184	0.974242	0.021789	0.974915	0.948587	0.012518	2.054020	164	37	0	8.934953	0.991902	0.994628	0.979073	0.971376	0.995109	0.904266	0.988534	0.969051
2	185	0.983263	0.016838	0.903258	0.794345	0.436374	1.299873	234	47	0	8.758841	0.994147	0.997514	0.980677	0.997354	0.992704	0.947803	0.978271	0.977630
2	186	0.917846	0.078716	0.793675	1.135008	-0.178127	1.251779	97	19	0	8.632375	0.933050	0.974583	0.972017	0.965443	0.841405	0.904025	0.950369	0.801876
2	187	0.994508	0.006254	0.895858	0.791710	1.507997	0.875845	366	73	0	9.218947	0.999118	0.998958	0.997514	0.992864	0.982922	0.989336	0.997996	0.997354
2	188	0.889442	0.092126	0.690003	0.931481	-0.213629	0.733482	103	17	0	8.966250	0.886867	0.934333	0.752566	0.921825	0.981960	0.955581	0.942030	0.740378
2	189	0.956412	0.028624	0.705546	0.841467	-0.273187	0.463272	156	32	0	8.911000	0.947643	0.972819	0.885824	0.943313	0.982441	0.968650	0.975545	0.975064
2	190	0.838619	0.124419	0.660359	1.168101	-0.349400	0.985044	73	14	0	7.451415	0.795863	0.933050	0.869548	0.905308	0.781591	0.744949	0.903945	0.774695
2	191	0.884401	0.075810	0.734571	0.280969	-0.267440	0.611123	162	29	0	8.885768	0.871232	0.908836	0.845975	0.832344	0.969612	0.794580	0.942191	0.910439
2	192	0.254650	0.154707	0.336319	-0.268856	-0.485723	-0.912799	29	6	0	7.218688	0.266597	0.152742	0.226748	0.170702	0.175994	0.326331	0.338518	0.379570
2	193	0.763360	0.111369	0.463026	0.683392	-0.764466	-0.104886	81	16	0	7.478943	0.875962	0.635183	0.867463	0.882858	0.880292	0.326331	0.829618	0.809173
2	194	0.873797	0.124900	0.675147	0.551611	0.159699	0.549626	132	24	0	8.334294	0.941228	0.976668	0.824647	0.815507	0.796905	0.855035	0.822242	0.958146
2	195	0.925694	0.038546	0.792633	1.532228	-0.869158	1.490767	83	16	0	7.692496	0.973781	0.956302	0.942511	0.958708	0.952453	0.855035	0.939464	0.827293
2	196	0.998316	0.001203	0.916052	1.102191	2.067421	1.018121	378	81	0	9.410990	0.998958	0.999759	0.996713	0.998958	0.998637	0.995590	0.998316	0.999599
2	197	0.981940	0.015996	0.984949	1.108680	0.173675	2.180497	158	34	0	9.724823	0.999920	0.984205	0.994788	0.981960	0.976988	0.988374	0.964320	0.964962
2	198	0.965673	0.036402	0.884942	1.213950	-0.006899	1.546065	139	28	0	8.128602	0.993826	0.993185	0.985487	0.978752	0.964480	0.926956	0.959028	0.923669
2	199	0.846596	0.126964	0.705741	1.229137	-0.327769	1.158913	62	13	0	8.241238	0.970093	0.935455	0.858643	0.929682	0.756174	0.820157	0.828175	0.674391
2	200	0.814685	0.082144	0.698742	0.371799	-0.720902	0.783462	122	25	0	7.667171	0.930324	0.796584	0.830420	0.848701	0.941709	0.509541	0.797627	0.862572
2	201	0.730336	0.103492	0.576113	0.754490	-1.012167	0.653717	70	14	0	7.192493	0.830420	0.834910	0.889112	0.953576	0.156350	0.509541	0.828656	0.840122
2	202	0.611790	0.193694	0.583639	0.585917	-0.402757	0.699111	44	9	0	8.841699	0.685936	0.855436	0.460552	0.550112	0.706142	0.509541	0.666373	0.460231
2	203	0.946580	0.073224	0.706795	1.068040	0.311879	0.732065	135	29	0	7.738868	0.993666	0.993987	0.912684	0.961033	0.947963	0.897771	0.887187	0.978352
2	204	0.863705	0.042515	0.730379	0.987878	-1.327366	1.063725	81	17	0	8.672926	0.932890	0.884301	0.896167	0.884622	0.856559	0.810295	0.871392	0.773412
2	205	0.749218	0.157312	0.718593	0.504048	-0.306867	0.997478	74	15	0	9.324404	0.909958	0.855276	0.668217	0.722097	0.897931	0.769003	0.743906	0.427357
2	206	0.689254	0.137187	0.865252	0.521043	-0.693057	1.899237	67	14	0	8.078840	0.653384	0.741341	0.524856	0.626764	0.755372	0.550353	0.940667	0.721296
2	207	0.821741	0.126483	0.749977	1.183192	-0.472144	1.420834	61	12	0	8.018835	0.908194	0.871953	0.848380	0.990779	0.820799	0.634622	0.898252	0.600946
2	208	0.850305	0.084108	0.760400	0.846452	-0.692175	1.150020	84	17	0	8.968785	0.921825	0.844131	0.828335	0.881895	0.966725	0.700449	0.889673	0.769403
2	209	0.608914	0.133679	0.521328	0.400582	-0.894451	0.366437	60	12	0	7.752400	0.655789	0.566790	0.415731	0.573845	0.752165	0.484445	0.809012	0.613534
2	210	0.897059	0.114677	0.654128	1.162246	0.048237	0.716810	90	18	0	7.986641	0.960953	0.859766	0.879811	0.874198	0.985969	0.989657	0.795301	0.830821
2	211	0.765034	0.190567	0.648286	0.433730	0.175260	0.709372	95	21	0	7.472057	0.762909	0.797547	0.563983	0.624198	0.978752	0.665250	0.900337	0.827293
2	212	0.857431	0.125060	0.621254	0.675038	-0.005262	0.444992	116	22	0	7.792014	0.682168	0.853432	0.731639	0.951171	0.967688	0.924391	0.918137	0.830821
2	213	0.965924	0.035139	0.999599	0.489878	0.298531	2.677722	268	52	0	7.424410	0.971216	0.931767	0.923669	0.955741	0.998797	0.968970	0.996071	0.981158
2	214	0.899274	0.081964	0.671882	0.449174	-0.032270	0.420136	160	32	0	7.950849	0.856398	0.904185	0.837797	0.860327	0.934012	0.963198	0.967848	0.870430
2	215	0.798318	0.145787	0.621632	0.228537	-0.009833	0.344130	129	24	0	8.047247	0.864416	0.787203	0.574808	0.665170	0.775337	0.921584	0.888149	0.909878
2	216	0.878959	0.085752	0.738729	0.577270	-0.292340	0.869659	123	28	0	8.152498	0.846456	0.861690	0.700289	0.898412	0.966405	0.940266	0.953736	0.864416
2	217	0.988815	0.009421	0.860957	0.729004	0.796754	0.807980	317	64	0	8.421493	0.988695	0.988053	0.976507	0.977149	0.998316	0.990779	0.997033	0.993987
2	218	0.735207	0.192191	0.504914	0.493570	0.061839	0.125605	89	17	0	7.293202	0.789448	0.761786	0.820799	0.522611	0.578335	0.975866	0.804121	0.628688
2	219	0.984175	0.010604	0.880326	1.367158	0.097817	1.380454	156	30	0	8.556069	0.989336	0.989015	0.934654	0.995430	0.999278	0.985808	0.996713	0.983162
2	220	0.943072	0.050513	0.693680	0.812399	-0.065012	0.527470	155	32	0	7.985646	0.971857	0.951331	0.865619	0.909638	0.978432	0.957104	0.927437	0.983162
2	221	0.963719	0.048990	0.846032	0.567528	0.467005	0.970964	232	45	0	8.126665	0.955821	0.994949	0.934333	0.934573	0.973300	0.938903	0.993185	0.984686
2	222	0.976578	0.022310	0.890990	1.119303	0.117381	1.371136	156	31	0	9.211643	0.996392	0.990459	0.969612	0.988695	0.987412	0.958467	0.980516	0.941068
2	223	0.944436	0.077433	0.777341	1.394680	0.193219	1.194847	102	19	0	8.199410	0.971697	0.967768	0.997033	0.982601	0.968810	0.879971	0.887428	0.900176
2	224	0.894454	0.059233	0.713003	1.395212	-0.803141	1.191741	81	15	0	7.395486	0.937861	0.850305	0.888951	0.842447	0.965443	0.876443	0.921985	0.872194
2	225	0.822673	0.226187	0.820466	0.895887	0.608974	1.571042	80	15	0	8.161688	0.991421	0.927758	0.942030	0.954699	0.938823	0.506414	0.777903	0.542335
2	226	0.850485	0.136245	0.765669	1.033090	-0.151950	1.243861	68	14	0	9.543003	0.993505	0.985487	0.792656	0.942832	0.825449	0.851427	0.849022	0.563502
2	227	0.733473	0.280649	0.701972	1.265919	0.430001	1.425717	35	7	0	8.320674	0.994628	0.805164	0.912203	0.425353	0.776620	0.649936	0.866020	0.437861
2	228	0.992062	0.004290	0.963598	1.263413	0.711540	1.850877	226	45	0	8.339290	0.997675	0.993666	0.969933	0.992062	0.999439	0.995750	0.995911	0.992062
2	229	0.990970	0.007898	0.819149	1.053645	0.862486	0.716487	248	51	0	8.553230	0.998316	0.998797	0.997675	0.989978	0.995750	0.966004	0.991421	0.989817
2	230	0.964811	0.037985	0.767078	1.034159	0.056654	0.836654	147	32	0	8.477255	0.946199	0.985808	0.992062	0.949968	0.990619	0.961594	0.937380	0.954859
2	231	0.942591	0.049030	0.730207	0.185941	0.133921	0.356951	257	50	0	8.102837	0.957264	0.914609	0.906110	0.892800	0.955661	0.974262	0.952935	0.987091
2	232	0.908545	0.083226	0.756827	0.260438	0.117698	0.655678	185	36	0	8.444285	0.981318	0.859606	0.876924	0.910920	0.906110	0.801956	0.984205	0.947322
2	233	0.987692	0.010463	0.903269	0.361325	0.807261	0.937901	369	73	0	9.365738	0.997835	0.994788	0.957585	0.985327	0.997835	0.984365	0.990138	0.993666
2	234	0.960932	0.039047	0.797134	0.971284	-0.024594	0.919419	150	27	0	9.272020	0.992864	0.994147	0.964160	0.984525	0.993024	0.858483	0.977309	0.922947
2	235	0.968800	0.036341	0.900921	0.450133	0.370913	1.249160	254	51	0	8.355946	0.993345	0.986931	0.929442	0.959509	0.984686	0.918297	0.985648	0.992543
2	236	0.935425	0.055384	0.874530	0.734773	-0.162686	1.308635	139	27	0	9.920207	0.996232	0.982601	0.896408	0.982761	0.982280	0.750241	0.955340	0.937540
2	237	0.928319	0.056807	0.841714	0.324377	-0.064325	0.912999	180	38	0	9.580409	0.992062	0.960151	0.944596	0.941389	0.842126	0.860247	0.919740	0.966244
2	238	0.897490	0.099603	0.914219	1.757854	-0.370847	2.419151	51	8	0	9.096704	0.999278	0.995269	0.996392	0.980516	0.955821	0.564304	0.972017	0.716325
2	239	0.858814	0.092928	0.482406	1.193083	-0.538287	0.082525	81	16	0	7.118188	0.976828	0.922146	0.935936	0.840763	0.632377	0.808371	0.898974	0.855115
2	240	0.918608	0.057168	0.830924	0.607871	-0.322845	1.113006	146	29	0	8.870565	0.969772	0.904987	0.941068	0.890715	0.910279	0.802999	0.954859	0.974182
2	241	0.611530	0.230236	0.747366	0.683574	-0.123977	1.511495	41	7	0	9.017064	0.829137	0.777021	0.633419	0.644804	0.458387	0.471777	0.672547	0.405148
2	242	0.262488	0.332525	0.336319	-0.333597	1.001835	-0.950339	37	7	0	6.933702	0.273733	0.079298	0.242543	0.062540	0.048108	0.374359	0.507457	0.511867
2	243	0.921234	0.064685	0.791315	0.759078	-0.192950	1.075212	137	30	0	7.946356	0.980356	0.975866	0.901058	0.971857	0.961594	0.675994	0.987091	0.916052
2	244	0.513330	0.219852	0.436440	0.539506	-0.230336	0.182996	46	9	0	6.347161	0.770927	0.538165	0.677758	0.479955	0.291613	0.587877	0.400818	0.359525
2	245	0.928019	0.067311	0.651287	1.328930	-0.262112	0.593849	86	17	0	9.131071	0.961754	0.971857	0.917816	0.925593	0.885343	0.898974	0.971857	0.890956
2	246	0.935856	0.080581	0.669042	0.081542	0.598896	0.087948	278	58	0	7.498753	0.984365	0.860728	0.846937	0.975064	0.969933	0.951972	0.908836	0.989015
2	247	0.890866	0.080360	0.821841	0.035412	-0.008300	0.960444	215	47	0	7.578225	0.948445	0.873477	0.708066	0.938342	0.909317	0.939545	0.825208	0.984525
2	248	0.828536	0.080340	0.787719	0.180379	-0.594995	1.051838	145	31	0	7.696002	0.995590	0.915731	0.883820	0.975706	0.890314	0.312219	0.750080	0.904827
2	249	0.941990	0.030308	0.740619	-0.099204	-0.169742	0.198388	307	64	0	8.890675	0.980837	0.967046	0.766597	0.943794	0.946360	0.959670	0.974423	0.997194
2	250	0.512889	0.410319	0.415834	-0.459147	1.390010	-0.683297	91	15	0	8.931713	0.440507	0.488614	0.871953	0.414609	0.116501	0.217607	0.778624	0.774695
2	251	0.819927	0.086053	0.671000	0.196270	-0.543130	0.552157	150	28	0	7.528303	0.982922	0.963358	0.003127	0.996552	0.958708	0.900577	0.827053	0.927117
2	252	0.461644	0.495891	0.399100	0.162216	1.592734	-0.267849	51	10	0	6.968780	0.622675	0.228352	0.365298	0.095334	0.165491	0.969291	0.966084	0.280629
2	253	0.932028	0.069235	0.934768	0.029562	0.371507	1.619913	271	58	0	7.778685	0.801555	0.952614	0.821600	0.940427	0.991742	0.976026	0.974583	0.997675
2	254	0.800283	0.118766	0.513734	0.334260	-0.376122	-0.157359	110	23	0	8.392747	0.857360	0.867944	0.596216	0.668297	0.900337	0.778384	0.874679	0.859044
2	255	0.992082	0.003728	0.905823	0.700688	0.667115	0.818064	254	58	2	8.642040	0.996071	0.990298	0.997354	0.990298	0.990298	0.993024	0.985969	0.993345
2	256	0.947943	0.026439	0.890223	0.742805	-0.649960	1.198523	131	27	1	9.014568	0.983403	0.937861	0.968329	0.922707	0.957906	0.942832	0.956623	0.913887
2	257	0.759722	0.163667	0.585517	-0.064889	0.098139	0.137312	147	27	0	7.691976	0.896809	0.606238	0.718730	0.866421	0.564785	0.844131	0.730436	0.850225
2	258	0.948815	0.030649	0.720586	0.556188	-0.213839	0.549806	215	45	0	7.296789	0.944355	0.960632	0.908996	0.949326	0.900016	0.982761	0.959189	0.985247
2	259	0.968780	0.029546	0.975339	-0.168679	0.263092	1.348561	329	74	1	8.842864	0.998477	0.987412	0.881815	0.997194	0.936738	0.974583	0.980196	0.993826
2	260	0.936097	0.065948	0.866638	0.432259	0.234061	1.192171	194	43	0	7.957435	0.986770	0.966725	0.906911	0.988534	0.821600	0.902421	0.966244	0.949567
2	261	0.855556	0.089761	0.748809	0.425411	-0.381563	0.858128	124	26	0	8.681544	0.888951	0.936979	0.934012	0.760985	0.558371	0.959830	0.872996	0.932328
2	262	0.730807	0.325690	0.459750	-0.062395	1.258353	-0.554993	117	25	0	8.500487	0.835872	0.889913	0.547065	0.869708	0.536883	0.468008	0.871713	0.827293
2	263	0.738835	0.237131	0.454137	0.796523	0.286437	-0.123186	58	13	0	8.237620	0.472178	0.811658	0.818874	0.629089	0.947001	0.925513	0.760022	0.546344
2	264	0.918046	0.065687	0.629834	-0.112452	-0.057179	-0.393764	218	42	1	8.562410	0.951652	0.908515	0.787284	0.962396	0.848300	0.958066	0.972819	0.955340
2	265	0.902612	0.064605	0.664334	0.233129	-0.395032	-0.002711	151	28	1	9.066991	0.959670	0.945879	0.747354	0.891437	0.864577	0.973300	0.909317	0.929362
2	266	0.886806	0.069656	0.664128	0.047161	-0.263124	0.119838	184	36	0	9.263650	0.979554	0.899054	0.849824	0.884140	0.661001	0.940908	0.921825	0.958146
2	267	0.910530	0.084890	0.746002	0.170940	0.013872	0.335979	158	32	1	8.930887	0.978432	0.983724	0.951010	0.987091	0.924230	0.672627	0.896167	0.890956
2	268	0.826080	0.126523	0.440919	0.879015	-0.314836	-0.380299	84	15	0	8.146537	0.906751	0.767399	0.754731	0.880372	0.709028	0.948605	0.879410	0.762348
2	269	0.823835	0.056727	0.651883	0.833412	-1.275122	0.772052	84	18	0	7.758926	0.859124	0.804602	0.832344	0.814865	0.935455	0.898733	0.827854	0.617704
2	270	0.668708	0.107220	0.447918	0.394081	-1.058481	-0.183073	73	16	0	7.552229	0.650577	0.610969	0.373797	0.692591	0.727470	0.664288	0.820799	0.809173
2	271	0.862362	0.087215	0.574819	0.624224	-0.418622	0.143611	114	23	0	8.353782	0.869548	0.960471	0.895847	0.916052	0.863294	0.790411	0.821440	0.781831
2	272	0.869768	0.089340	0.616066	0.361856	-0.217120	0.221722	147	32	0	7.727267	0.817271	0.912043	0.848861	0.837877	0.953576	0.729474	0.952133	0.906911
2	273	0.943714	0.047446	0.811830	0.406577	-0.154257	0.587686	165	31	1	9.249989	0.967207	0.980196	0.951491	0.974583	0.888951	0.866421	0.979394	0.941469
2	274	0.729484	0.239396	0.400245	0.214611	0.487195	-0.894342	95	17	0	8.998449	0.731799	0.633419	0.804522	0.867784	0.358483	0.626844	0.881334	0.931687
2	275	0.984275	0.014352	0.926177	0.520922	0.419020	1.186109	240	50	1	9.019668	0.941389	0.995109	0.980997	0.990940	0.997514	0.980196	0.995269	0.992784
2	276	0.691870	0.268261	0.531018	0.626044	0.433457	0.316567	57	12	0	8.646327	0.945398	0.539769	0.956302	0.524695	0.732521	0.701411	0.377646	0.757216
2	277	0.349763	0.207244	0.336319	-1.163512	0.216244	-1.676922	105	19	0	7.822758	0.472418	0.196681	0.370911	0.231318	0.054041	0.321841	0.415731	0.735167
2	278	0.621001	0.180825	0.501936	0.328390	-0.356005	0.208605	67	14	0	7.646856	0.740459	0.674551	0.713919	0.891838	0.418137	0.321841	0.627004	0.580260
2	279	0.708297	0.258639	0.504868	0.199793	0.578030	-0.076579	90	18	0	8.508281	0.865218	0.980356	0.850946	0.771648	0.492623	0.321841	0.630292	0.753448
2	280	0.768081	0.264252	0.687162	0.760816	0.659488	1.040364	69	16	0	7.912931	0.963037	0.949086	0.966084	0.966565	0.570799	0.223541	0.763069	0.742463
2	281	0.750331	0.117764	0.676155	0.717002	-0.777766	1.034705	70	16	0	7.604497	0.833627	0.768682	0.787043	0.725946	0.110006	0.996071	0.920382	0.860888
2	282	0.880362	0.017399	0.903017	-1.284028	-0.832051	0.740360	711	145	0	8.338730	0.998156	0.999118	0.943954	0.994147	0.110006	0.998637	0.998958	0.999920
2	283	0.938703	0.065467	0.748248	0.559712	0.226631	0.641066	179	37	0	8.278828	0.920382	0.994468	0.820959	0.894885	0.989817	0.940427	0.976026	0.972659
2	284	0.863745	0.095193	0.777364	0.507103	-0.215725	1.123953	136	31	0	7.111340	0.981799	0.947162	0.985006	0.986289	0.867864	0.334990	0.893922	0.912925
2	285	0.838629	0.123877	0.671768	0.320435	-0.002617	0.621664	150	30	0	7.033192	0.904666	0.963999	0.967046	0.900016	0.850465	0.334990	0.812139	0.975706
2	286	0.970805	0.022270	0.764845	0.391159	0.136948	0.411500	256	55	0	8.711267	0.983724	0.953897	0.918938	0.966405	0.990779	0.991260	0.977630	0.983804
3	1	0.563131	0.746793	0.624175	2.924226	1.954428	2.520039	3	1	0	0.000000	0.177999	0.923589	0.987572	0.920622	0.164288	0.405067	0.896648	0.029266
3	2	0.495710	0.453857	0.601278	0.820187	1.172181	1.370555	30	7	0	5.647620	0.961434	0.934654	0.381254	0.115298	0.211273	0.405067	0.660359	0.296344
3	3	0.794039	0.162785	0.753379	1.131103	-0.199748	1.508929	63	11	0	7.596500	0.733724	0.833307	0.532633	0.852710	0.808210	0.989496	0.948204	0.654025
3	4	0.644303	0.137207	0.548509	0.008014	-0.608268	0.250821	95	20	0	7.489727	0.802999	0.244548	0.631976	0.472819	0.702774	0.704859	0.940427	0.654025
3	5	0.235959	0.234826	0.336319	-0.749666	0.480163	-1.109627	47	11	0	7.007402	0.346937	0.187139	0.071119	0.087155	0.128047	0.428319	0.369788	0.269163
3	6	0.723621	0.212576	0.550754	0.686254	0.079278	0.444176	64	14	0	7.875286	0.798108	0.802999	0.538005	0.892479	0.672547	0.632136	0.897931	0.554763
